title,author,expected_series,expected_position,franchise,source,book_id,work_id,series_id,isbn13,ratings_count,average_rating
Cress,Marissa Meyer,The Lunar Chronicles,3,The Lunar Chronicles,goodreads_dump,13206828,18390772,319988,9780312642976,170191,4.46
Postmortem,Patricia Cornwell,Kay Scarpetta,1,Kay Scarpetta,goodreads_dump,6534,1045067,154477,9780743477154,170061,4.01
Crown of Midnight,Sarah J. Maas,Throne of Glass,2,Throne of Glass,goodreads_dump,17167166,21581860,411528,9781619630628,169307,4.49
Little House in the Big Woods,Laura Ingalls Wilder,Little House,1,Little House,goodreads_dump,8337,1200805,155660,9780060885373,169250,4.16
Obsidian,Jennifer L. Armentrout,Lux,1,Lux,goodreads_dump,12578077,17588854,292255,9781620610077,168186,4.23
Clockwork Princess,Cassandra Clare,The Infernal Devices,3,The Infernal Devices,goodreads_dump,18335634,6309710,521005,9781406321340,167406,4.59
Speaker for the Dead,Orson Scott Card,The Ender Quintet,2,The Ender Quintet,goodreads_dump,7967,2327777,161780,9780812550757,166874,4.04
The House of Hades,Rick Riordan,The Heroes of Olympus,4,The Heroes of Olympus,goodreads_dump,12127810,21539506,407206,9781423146728,166160,4.55
Killing Floor,Lee Child,Jack Reacher,1,Jack Reacher,goodreads_dump,78129,4511038,167688,9780515141429,166059,4.04
The Great Hunt,Robert Jordan,The Wheel of Time,2,The Wheel of Time,goodreads_dump,233649,1574475,157901,9780812517729,165160,4.21
Left Behind,Tim LaHaye,Left Behind,1,Left Behind,goodreads_dump,27523,972769,186761,9780842342704,164593,3.82
Definitely Dead,Charlaine Harris,Sookie Stackhouse,6,Sookie Stackhouse,goodreads_dump,140079,1174101,155457,9780441014910,164175,4.02
All Together Dead,Charlaine Harris,Sookie Stackhouse,7,Sookie Stackhouse,goodreads_dump,140075,3159810,165449,9780441014941,163671,4.05
Voyager,Diana Gabaldon,Outlander,3,Outlander,goodreads_dump,10987,1131570,155158,9780385335997,162704,4.38
Jurassic Park,Michael Crichton,Jurassic Park,1,Jurassic Park,goodreads_dump,6424171,3376836,330039,9780345370778,161300,3.97
The Last Battle,C.S. Lewis,The Chronicles of Narnia (Publication Order),7,The Chronicles of Narnia (Publication Order),goodreads_dump,84369,1059917,186117,9780007202324,161148,4.03
The Iron King,Julie Kagawa,The Iron Fey,1,The Iron Fey,goodreads_dump,6644117,6838626,172155,9780373210084,159774,3.92
The Mists of Avalon,Marion Zimmer Bradley,Avalon,1,Avalon,goodreads_dump,402045,806813,193706,9780345350497,159497,4.12
Pretty Little Liars,Sara Shepard,Pretty Little Liars,1,Pretty Little Liars,goodreads_dump,162085,2191061,161145,9780060887308,158616,3.90
A Wizard of Earthsea,Ursula K. Le Guin,Earthsea Cycle,1,Earthsea Cycle,goodreads_dump,13642,113603,145977,9780553383041,157732,3.99
The Restaurant at the End of the Universe,Douglas Adams,Hitchhiker's Guide to the Galaxy,2,Hitchhiker's Guide to the Galaxy,goodreads_dump,8695,1877624,159487,9780345418920,157408,4.22
The Well of Ascension,Brandon Sanderson,Mistborn,2,Mistborn,goodreads_dump,68429,2120474,160805,9780765316882,156471,4.35
The Dragon Reborn,Robert Jordan,The Wheel of Time,3,The Wheel of Time,goodreads_dump,34897,791061,152556,9780765305114,156099,4.23
Oryx and Crake,Margaret Atwood,MaddAddam,1,MaddAddam,goodreads_dump,46756,3143431,223771,9780385721677,155013,4.00
Slammed,Colleen Hoover,Slammed,1,Slammed,goodreads_dump,13372690,18602144,375848,,154232,4.29
Prodigy,Marie Lu,Legend,2,Legend,goodreads_dump,13414446,18712554,333025,9780399256769,154008,4.29
Darkly Dreaming Dexter,Jeff Lindsay,Dexter,1,Dexter,goodreads_dump,17231,2113743,160753,9780307277886,152813,3.90
The Magicians,Lev Grossman,The Magicians,1,The Magicians,goodreads_dump,6101718,6278977,191746,9780670020553,152315,3.48
"I'd Tell You I Love You, But Then I'd Have to Kill You",Ally Carter,Gallagher Girls,1,Gallagher Girls,goodreads_dump,852470,1008494,154238,9781423100034,152052,3.82
From Dead to Worse,Charlaine Harris,Sookie Stackhouse,8,Sookie Stackhouse,goodreads_dump,2233407,3159807,165446,9780441015894,152039,4.01
Beastly,Alex Flinn,Kendra Chronicles,1,Kendra Chronicles,goodreads_dump,544891,532177,824009,9780060874162,151529,3.84
The Way of Kings,Brandon Sanderson,The Stormlight Archive,1,The Stormlight Archive,goodreads_dump,7235533,8134945,178728,9780765326355,151473,4.64
The Lincoln Lawyer,Michael Connelly,Mickey Haller,1,Mickey Haller,goodreads_dump,79885,1427801,157178,9780739465516,151388,4.14
Inheritance,Christopher Paolini,The Inheritance Cycle,4,The Inheritance Cycle,goodreads_dump,7664041,10260587,211079,9780375856112,150119,4.08
The Hero of Ages,Brandon Sanderson,Mistborn,3,Mistborn,goodreads_dump,2767793,2793516,163704,9780765316899,149260,4.46
The Short Second Life of Bree Tanner,Stephenie Meyer,Twilight,3.5,Twilight,goodreads_dump,7937462,11342428,179041,9780316125581,147305,3.51
The One,Kiera Cass,The Selection,3,The Selection,goodreads_dump,18635016,21587145,412075,9780062059994,147298,4.21
Unwind,Neal Shusterman,Unwind Dystology,1,Unwind Dystology,goodreads_dump,764347,750423,152255,9781416912040,147134,4.18
Gone,Michael Grant,Gone,1,Gone,goodreads_dump,2536134,2543657,162715,9780061448768,146938,3.86
Dead and Gone,Charlaine Harris,Sookie Stackhouse,9,Sookie Stackhouse,goodreads_dump,5161066,5228078,168340,9780441017157,146134,4.01
Patriot Games,Tom Clancy,Jack Ryan Universe,2,Jack Ryan Universe,goodreads_dump,32682,5054702,869650,9780425134351,145738,4.11
The Bourne Supremacy,Robert Ludlum,Jason Bourne,2,Jason Bourne,goodreads_dump,15769,2508588,162540,9780752863887,145492,4.10
To All the Boys I've Loved Before,Jenny Han,To All the Boys I've Loved Before,1,To All the Boys I've Loved Before,goodreads_dump,15749186,21442106,590528,,144832,4.11
The Vampire Lestat,Anne Rice,The Vampire Chronicles,2,The Vampire Chronicles,goodreads_dump,43814,3241580,165754,9780345476883,143109,4.06
Entwined with You,Sylvia Day,Crossfire,3,Crossfire,goodreads_dump,15731779,21411971,393591,9780425263921,143017,4.19
Shadow and Bone,Leigh Bardugo,Grisha Verse,1,Grisha Verse,goodreads_dump,10194157,15093325,313472,9780805094596,143005,4.05
The Mysterious Affair at Styles,Agatha Christie,Hercule Poirot,1,Hercule Poirot,goodreads_dump,16343,3366260,227078,9780646418438,142922,3.98
"Death Note, Vol. 1: Boredom",Tsugumi Ohba,Death Note,1,Death Note,goodreads_dump,13615,1782155,205782,9781421501680,142755,4.42
"Saga, Vol. 1",Brian K. Vaughan,Saga,1,Saga,goodreads_dump,15704307,19113524,736247,9781607066019,142640,4.24
Bloodlines,Richelle Mead,Bloodlines,1,Bloodlines,goodreads_dump,8709527,13582374,214779,9781595143174,142450,4.22
Specials,Scott Westerfeld,Uglies,3,Uglies,goodreads_dump,24765,3278286,165941,9780689865404,140761,3.77
Fallen Too Far,Abbi Glines,Rosemary Beach,1,Rosemary Beach,goodreads_dump,16070903,21864517,535076,,140420,4.21
Lover Eternal,J.R. Ward,Black Dagger Brotherhood,2,Black Dagger Brotherhood,goodreads_dump,35729,1593685,158022,9780451218049,140173,4.35
Murder on the Orient Express,Agatha Christie,Hercule Poirot,10,Hercule Poirot,goodreads_dump,16304,2285570,227083,9780425200452,139919,4.16
Hunted,P.C. Cast,House of Night,5,House of Night,goodreads_dump,4134071,4181277,167395,9780312379827,139494,3.93
Sabriel,Garth Nix,Abhorsen,1,Abhorsen,goodreads_dump,518848,3312237,166132,9780064471831,139045,4.17
Midnight Sun,Stephenie Meyer,Twilight,1.5,Twilight,goodreads_dump,4502877,4551869,167728,,138855,4.03
On Dublin Street,Samantha Young,On Dublin Street,1,On Dublin Street,goodreads_dump,15760001,21459719,437166,,138479,4.24
Mrs. Frisby and the Rats of NIMH,Robert C. O'Brien,Rats of NIMH,1,Rats of NIMH,goodreads_dump,9822,839692,422631,9780689862205,138003,4.13
Batman: The Dark Knight Returns,Frank Miller,The Dark Knight Saga,1,The Dark Knight Saga,goodreads_dump,59960,1104159,767001,9781563893414,136853,4.25
Easy,Tammara Webber,Contours of the Heart,1,Contours of the Heart,goodreads_dump,16056408,19113823,589427,9780425266748,136748,4.11
Wallbanger,Alice Clayton,Cocktail,1,Cocktail,goodreads_dump,15858248,21607771,562347,9781623420024,136476,4.10
"Life, the Universe and Everything",Douglas Adams,Hitchhiker's Guide to the Galaxy,3,Hitchhiker's Guide to the Galaxy,goodreads_dump,8694,74123,145467,9780345418906,135915,4.19
Lover Awakened,J.R. Ward,Black Dagger Brotherhood,3,Black Dagger Brotherhood,goodreads_dump,42900,1214837,155759,9780451219367,135496,4.45
Walking Disaster,Jamie McGuire,Beautiful,2,Beautiful,goodreads_dump,15745950,21436019,493318,9781476712987,135482,4.23
The Summoning,Kelley Armstrong,Darkest Powers,1,Darkest Powers,goodreads_dump,2800905,2451397,218191,9780061662690,133998,4.03
Assassin's Apprentice,Robin Hobb,Farseer Trilogy,1,Farseer Trilogy,goodreads_dump,45107,171715,146510,9780006480099,133239,4.14
The Reptile Room,Lemony Snicket,A Series of Unfortunate Events,2,A Series of Unfortunate Events,goodreads_dump,78418,888312,153354,9780439206488,133102,3.95
Mr. Mercedes,Stephen King,Bill Hodges Trilogy,1,Bill Hodges Trilogy,goodreads_dump,18775247,26680281,687725,9781476754451,131940,3.92
Wicked Lovely,Melissa Marr,Wicked Lovely,1,Wicked Lovely,goodreads_dump,305234,296240,147838,9780061214653,131931,3.69
Mort,Terry Pratchett,Discworld,1,Discworld,goodreads_dump,386372,1857065,159367,9780061020681,131684,4.22
Moon Called,Patricia Briggs,Mercy Thompson,1,Mercy Thompson,goodreads_dump,71811,69530,145417,9780441013814,131449,4.18
Heir of Fire,Sarah J. Maas,Throne of Glass,3,Throne of Glass,goodreads_dump,20613470,25128502,503769,9781619630659,131440,4.53
World Without End,Ken Follett,Kingsbridge,2,Kingsbridge,goodreads_dump,5064,2845518,256277,9780525950073,131148,4.24
The Passage,Justin Cronin,The Passage,1,The Passage,goodreads_dump,6690798,2802546,207821,9780345504968,129151,4.04
The Raven Boys,Maggie Stiefvater,The Raven Cycle,1,The Raven Cycle,goodreads_dump,17675462,18970934,339483,9780545424929,129139,4.05
Tempted,P.C. Cast,House of Night,6,House of Night,goodreads_dump,6262365,6445600,169857,9781905654581,128604,3.96
Preludes & Nocturnes,Neil Gaiman,The Sandman,1,The Sandman,goodreads_dump,23754,1228437,155838,9781563892271,128419,4.29
Dead in the Family,Charlaine Harris,Sookie Stackhouse,10,Sookie Stackhouse,goodreads_dump,7091488,6902804,172447,9780441018642,128345,3.88
Drums of Autumn,Diana Gabaldon,Outlander,4,Outlander,goodreads_dump,10988,3123704,165296,9780385335980,127093,4.34
Howl's Moving Castle,Diana Wynne Jones,Howl's Moving Castle,1,Howl's Moving Castle,goodreads_dump,6294,2001,379469,9780064410342,126706,4.30
Linger,Maggie Stiefvater,The Wolves of Mercy Falls,2,The Wolves of Mercy Falls,goodreads_dump,6654313,6848948,172195,9780545123280,126602,3.91
The Constant Princess,Philippa Gregory,The Plantagenet and Tudor Novels,6,The Plantagenet and Tudor Novels,goodreads_dump,16181,1745738,958556,9780743272490,125959,3.88
Hyperion,Dan Simmons,Hyperion Cantos,1,Hyperion Cantos,goodreads_dump,77566,1383900,156894,9780553283686,125283,4.21
Every Day,David Levithan,Every Day,1,Every Day,goodreads_dump,13262783,18464379,522539,9780307931887,125243,3.99
The Silkworm,Robert Galbraith,Cormoran Strike,2,Cormoran Strike,goodreads_dump,18214414,25639104,525432,9780316206877,124817,4.04
The Shadow Rising,Robert Jordan,The Wheel of Time,4,The Wheel of Time,goodreads_dump,9539,6591373,170698,9780812513738,124571,4.21
Firefly Lane,Kristin Hannah,Firefly Lane,1,Firefly Lane,goodreads_dump,1472878,1463850,436947,9780312364083,124404,4.04
The Lies of Locke Lamora,Scott Lynch,Gentleman Bastard,1,Gentleman Bastard,goodreads_dump,127455,2116675,160777,9780553804676,123373,4.30
The Bone Collector,Jeffery Deaver,Lincoln Rhyme,1,Lincoln Rhyme,goodreads_dump,2373,2589896,162921,9780451188458,122211,4.18
Oedipus Rex,Sophocles,The Theban Plays,1,The Theban Plays,goodreads_dump,1554,3098166,165092,9781580495936,122126,3.67
Passion,Lauren Kate,Fallen,3,Fallen,goodreads_dump,9369720,10958266,176328,9780385739160,121654,3.89
Burned,P.C. Cast,House of Night,7,House of Night,goodreads_dump,6917952,7145410,173129,9781905654949,121609,3.98
The White Queen,Philippa Gregory,The Plantagenet and Tudor Novels,2,The Plantagenet and Tudor Novels,goodreads_dump,5971165,13560666,958552,9781416563686,121337,3.91
The Wide Window,Lemony Snicket,A Series of Unfortunate Events,3,A Series of Unfortunate Events,goodreads_dump,438492,1168377,155426,9780064407687,121250,3.91
Gabriel's Inferno,Sylvain Reynard,Gabriel's Inferno,1,Gabriel's Inferno,goodreads_dump,10140661,15038778,382349,9781936305629,120765,4.02
A is for Alibi,Sue Grafton,Kinsey Millhone,1,Kinsey Millhone,goodreads_dump,64863,1299178,156385,9780312938994,120419,3.82
A Court of Mist and Fury,Sarah J. Maas,A Court of Thorns and Roses,2,A Court of Thorns and Roses,goodreads_dump,17927395,25126749,503752,,120403,4.71
Persepolis: The Story of a Childhood,Marjane Satrapi,Persepolis,1,Persepolis,goodreads_dump,9516,3303888,166088,9780375714573,119470,4.23
The Edge of Never,J.A. Redmerski,The Edge of Never,1,The Edge of Never,goodreads_dump,16081272,21880254,471797,9781480095533,119095,4.26
The Wedding,Nicholas Sparks,The Notebook,2,The Notebook,goodreads_dump,3466,1208014,453040,9780446615860,118932,3.98
The Throne of Fire,Rick Riordan,Kane Chronicles,2,Kane Chronicles,goodreads_dump,9067850,13945952,199449,9781423140566,118908,4.20
Around the World in Eighty Days,Jules Verne,Extraordinary Voyages,11,Extraordinary Voyages,goodreads_dump,54479,4537271,1087314,9780140449068,118793,3.91
Champion,Marie Lu,Legend,3,Legend,goodreads_dump,14290364,19931517,388548,9780399256776,118599,4.37
Blue Bloods,Melissa de la Cruz,Blue Bloods,1,Blue Bloods,goodreads_dump,872333,857698,153151,9780786838929,117633,3.68
Two for the Dough,Janet Evanovich,Stephanie Plum,2,Stephanie Plum,goodreads_dump,6427,617151,151109,9780140255553,117480,4.11
"Ouran High School Host Club, Vol. 1",Bisco Hatori,Ouran High School Host Club,1,Ouran High School Host Club,goodreads_dump,1087204,2192688,208920,9781591169154,117466,4.36
Ender's Shadow,Orson Scott Card,Ender's Shadow,1,Ender's Shadow,goodreads_dump,9532,3145587,165391,9780765342409,117388,4.30
Gathering Blue,Lois Lowry,The Giver,2,The Giver,goodreads_dump,12936,2134456,160862,9780385732567,117034,3.80
The Heir,Kiera Cass,The Selection,4,The Selection,goodreads_dump,22918050,42484814,673973,,116481,3.85
The Blood of Olympus,Rick Riordan,The Heroes of Olympus,5,The Heroes of Olympus,goodreads_dump,18705209,17115101,278161,9781423146735,115576,4.42
Three to Get Deadly,Janet Evanovich,Stephanie Plum,3,Stephanie Plum,goodreads_dump,6854,1341652,156632,9780312966096,114650,4.14
Aristotle and Dante Discover the Secrets of the Universe,Benjamin Alire Saenz,Aristotle and Dante Discover the Secrets of the Universe,1,Aristotle and Dante Discover the Secrets of the Universe,goodreads_dump,12000020,16964419,871587,9781442408920,114429,4.34
"Angus, Thongs and Full-Frontal Snogging",Louise Rennison,Confessions of Georgia Nicolson,1,Confessions of Georgia Nicolson,goodreads_dump,402013,108471,145914,9780060288143,113977,3.74
Fool Moon,Jim Butcher,The Dresden Files,2,The Dresden Files,goodreads_dump,91477,855288,153122,9780451458124,113717,4.04
Beautiful Bastard,Christina Lauren,Beautiful Bastard,1,Beautiful Bastard,goodreads_dump,16102004,21912533,437112,9781476730103,113716,4.05
Mr. Penumbra's 24-Hour Bookstore,Robin Sloan,Mr. Penumbra's 24-Hour Bookstore,1,Mr. Penumbra's 24-Hour Bookstore,goodreads_dump,13538873,6736543,553583,9780374214913,113686,3.75
Onyx,Jennifer L. Armentrout,Lux,2,Lux,goodreads_dump,13047090,18211575,308330,9781620610114,113353,4.33
Darkfever,Karen Marie Moning,Fever,1,Fever,goodreads_dump,112750,108558,145917,9780385339155,112825,4.13
Unravel Me,Tahereh Mafi,Shatter Me,2,Shatter Me,goodreads_dump,13104080,18276967,312692,9780062085535,112628,4.28
The Queen of the Damned,Anne Rice,The Vampire Chronicles,3,The Vampire Chronicles,goodreads_dump,43758,3147123,165401,9780345419620,112032,3.87
The Way of Shadows,Brent Weeks,Night Angel,1,Night Angel,goodreads_dump,3227063,3261241,165871,9780316033671,111914,4.15
Red Rising,Pierce Brown,Red Rising Saga,1,Red Rising Saga,goodreads_dump,15839976,21580644,566668,9780345539786,111423,4.26
Hex Hall,Rachel Hawkins,Hex Hall,1,Hex Hall,goodreads_dump,5287473,5354884,168411,9781423121305,111246,3.96
Guards! Guards!,Terry Pratchett,Discworld,8,Discworld,goodreads_dump,64216,1128601,155131,9780061020643,111095,4.32
Flowers in the Attic,V.C. Andrews,Dollanganger,1,Dollanganger,goodreads_dump,43448,3311885,166128,9780743496315,111045,3.79
Reached,Ally Condie,Matched,3,Matched,goodreads_dump,13125947,14449480,206285,9780525423669,110994,3.56
The Lost Colony,Eoin Colfer,Artemis Fowl,5,Artemis Fowl,goodreads_dump,37586,1866210,159424,9780786849567,110561,4.01
Lola and the Boy Next Door,Stephanie Perkins,Anna and the French Kiss,2,Anna and the French Kiss,goodreads_dump,9961796,7149084,587712,9780525423287,110284,4.00
Tales of a Fourth Grade Nothing,Judy Blume,Fudge,1,Fudge,goodreads_dump,37741,879886,190743,9780425193792,109786,4.09
Finale,Becca Fitzpatrick,"Hush, Hush",4,"Hush, Hush",goodreads_dump,12751687,17892468,296762,9781442426672,109752,4.22
Point of Retreat,Colleen Hoover,Slammed,2,Slammed,goodreads_dump,13496084,19038910,375849,,109481,4.30
The Arctic Incident,Eoin Colfer,Artemis Fowl,2,Artemis Fowl,goodreads_dump,114955,508999,149972,9780786851478,109299,3.95
Halfway to the Grave,Jeaniene Frost,Night Huntress,1,Night Huntress,goodreads_dump,1421990,1412415,302355,9780061245084,108349,4.18
Shanghai Girls,Lisa See,Shanghai Girls,1,Shanghai Girls,goodreads_dump,5960325,5991850,304558,9781400067114,108206,3.88
Four to Score,Janet Evanovich,Stephanie Plum,4,Stephanie Plum,goodreads_dump,6422,2322486,161762,9780312966973,108065,4.17
"Naruto, Vol. 01: The Tests of the Ninja",Masashi Kishimoto,Naruto,1,Naruto,goodreads_dump,204042,197436,240773,9781569319000,107910,4.35
Wait for You,J. Lynn,Wait for You,1,Wait for You,goodreads_dump,17314430,23981243,479991,2940016231921,107665,4.19
Foundation and Empire,Isaac Asimov,Foundation (Publication Order),2,Foundation (Publication Order),goodreads_dump,29581,1703483,250808,9780553803723,107563,4.20
The Summer I Turned Pretty,Jenny Han,Summer,1,Summer,goodreads_dump,5821978,5994018,200627,9781416968238,107037,3.96
Clear and Present Danger,Tom Clancy,Jack Ryan Universe,6,Jack Ryan Universe,goodreads_dump,32669,5054704,869654,9780425144374,106768,4.08
